as_of,B00670,B00739,B00810,B00838,B05548,B05754,B06390,B07260,B08348,B08441,B08489,B08495,B09419,B11317,B11780,B14078,B14771,B15191,B15503,B16441,B16476,B17301,B17945,B17949,B18527,B18618,B18691,B19390,B19480,B20591,B20796,B21691,B21717,B21793,B21967,B22099,B22102,B22198,B22568,B22672,B23377,B23749,B23827,B23868,B24063,B24413,B24848,B24891,B25164,B25810
2018-04-13,114.478,184.364,29.8403,28.9209,87.4286,76.2069,60.4147,45.8695,444.643,53.6716,170.76,121.847,754.729,21.4735,54.7157,49.9678,93.2783,40.5022,120.786,398.31,62.5245,119.697,42.5657,31.7904,14.2563,191.666,38.4031,40.2637,98.4245,55.2231,91.2975,29.5019,117.402,223.809,40.0759,577.318,667.139,34.4796,47.196,86.8044,96.8819,34.7741,94.5551,58.966,66.6937,107.941,58.0627,65.3707,36.4161,64.9386
2018-04-14,114.478,184.364,29.8403,28.9209,87.4286,76.2069,60.4147,45.8695,444.689,53.6716,170.774,121.861,754.729,21.4735,54.7157,49.9678,93.2783,40.5022,120.786,398.31,62.5245,119.697,42.5657,31.7904,14.2563,191.666,38.4031,40.2637,98.4245,55.2231,91.2975,29.5019,117.402,223.809,40.0759,577.318,667.139,34.4796,47.196,86.8044,96.8819,34.7741,94.5551,58.966,66.6937,107.941,58.0627,65.3707,36.4161,64.9386
2018-04-15,114.478,184.364,29.8403,28.9209,87.4286,76.2069,60.4147,45.8695,444.735,53.6716,170.787,121.876,754.729,21.4735,54.7157,49.9678,93.2783,40.5022,120.786,398.31,62.5245,119.697,42.5657,31.7904,14.2563,191.666,38.4031,40.2637,98.4245,55.2231,91.2975,29.5019,117.402,223.809,40.0759,577.318,667.139,34.4796,47.196,86.8044,96.8819,34.7741,94.5551,58.966,66.6937,107.941,58.0627,65.3707,36.4161,64.9386
2018-04-16,114.075,184.364,29.9094,28.868,88.1321,77.0183,61.1023,45.8157,446.523,53.7704,170.667,121.66,753.152,21.399,54.6804,49.8455,93.4849,40.507,122.038,398.343,62.3325,120.391,42.9364,31.7629,14.3191,193.176,38.4419,40.2443,99.0363,55.5562,92.0434,29.5272,118.689,223.192,39.9326,582.91,671.629,34.4457,47.196,87.6857,97.9807,34.8171,95.137,58.9187,67.3264,108.561,58.6619,65.7996,36.3124,64.8057
2018-04-17,114.21,184.478,29.9786,29.0003,89.0643,77.7395,61.5561,45.8695,448.311,53.9928,170.815,121.675,753.415,21.399,54.6865,49.8455,93.4967,40.5118,123.117,398.957,62.5594,121.605,43.3997,31.7658,14.3819,195.29,38.4807,40.2753,100.26,56.1057,93.0877,29.679,119.675,225.196,39.7893,587.104,679.241,34.5226,47.271,88.3781,98.7133,34.8601,95.9371,58.9236,67.9592,109.978,59.1613,66.6575,36.5372,64.8057
2018-04-18,115.015,183.909,29.9786,29.0267,89.1522,77.9799,61.7211,45.9771,449.227,54.2646,170.83,121.766,753.941,21.6226,54.6925,49.9067,93.5085,40.3718,123.161,397.536,63.1352,121.172,43.4924,31.7686,14.4321,195.088,38.3441,40.2782,100.304,56.2556,93.207,29.8814,120.104,227.354,39.8848,590.512,678.46,34.3779,47.271,88.5984,98.8964,34.8601,96.228,58.9282,68.1807,109.846,59.2279,66.6575,36.7448,64.9386
2018-04-19,115.552,183.34,29.8749,28.9341,88.6422,77.4089,61.4186,45.791,447.094,54.1411,170.442,121.32,751.838,21.6971,54.6158,49.7844,93.3256,40.3765,122.254,395.824,63.1352,119.524,43.2453,31.7109,14.3944,193.679,38.1726,40.1969,99.0363,56.0058,92.6998,29.8561,119.203,226.583,40.1237,587.104,669.091,34.2701,47.196,88.2837,98.5301,34.7741,95.7916,58.8717,67.6903,108.295,58.7618,65.6709,36.5718,64.673
2018-04-20,113.673,182.885,29.8403,28.8547,87.8859,76.9281,61.1023,45.6833,445.832,53.9063,170.322,120.874,750.523,21.4487,54.5927,49.6009,93.1664,40.246,121.304,395.051,62.3674,118.309,42.9673,31.6892,14.3316,191.666,38.0782,40.1437,98.2496,55.5562,91.9241,29.6284,118.217,225.504,39.646,583.609,662.845,34.1682,47.1211,87.906,97.7976,34.7311,95.2097,58.8763,67.2474,107.409,58.3623,65.1562,36.1567,64.4073
2018-04-21,113.673,182.885,29.8403,28.8547,87.8859,76.9281,61.1023,45.6833,445.877,53.9063,170.336,120.889,750.523,21.4487,54.5927,49.6009,93.1664,40.246,121.304,395.051,62.3674,118.309,42.9673,31.6892,14.3316,191.666,38.0782,40.1437,98.2496,55.5562,91.9241,29.6284,118.217,225.504,39.646,583.609,662.845,34.1682,47.1211,87.906,97.7976,34.7311,95.2097,58.8763,67.2474,107.409,58.3623,65.1562,36.1567,64.4073
2018-04-22,113.673,182.885,29.8403,28.8547,87.8859,76.9281,61.1023,45.6833,445.923,53.9063,170.35,120.903,750.523,21.4487,54.5927,49.6009,93.1664,40.246,121.304,395.051,62.3674,118.309,42.9673,31.6892,14.3316,191.666,38.0782,40.1437,98.2496,55.5562,91.9241,29.6284,118.217,225.504,39.646,583.609,662.845,34.1682,47.1211,87.906,97.7976,34.7311,95.2097,58.8763,67.2474,107.409,58.3623,65.1562,36.1567,64.4073
2018-04-23,113.002,182.771,29.8057,28.8151,87.9035,76.8981,61.116,45.4139,444.661,53.7333,170.23,120.457,748.946,21.3742,54.5573,49.4174,92.9834,40.2509,121.304,394.469,62.0708,118.136,42.9055,31.6618,14.2814,191.364,38.0469,40.0963,98.1622,55.4562,91.8644,29.6031,118.088,223.038,39.5505,585.007,663.041,34.1343,47.1211,87.7171,97.9807,34.6882,95.0643,58.8289,67.279,107.365,58.4289,65.0704,35.9837,64.1418
2018-04-24,112.733,182.43,29.7365,28.4843,86.7251,76.5675,60.8135,45.4139,442.528,53.6098,169.976,120.472,747.369,21.2997,54.4806,49.4174,92.8005,40.1111,119.793,393.63,61.6869,118.483,42.6893,31.6343,14.2437,189.149,37.9805,40.0431,98.3371,54.7402,90.7008,29.426,116.845,222.422,39.3116,578.891,665.578,34.0635,47.0462,87.4024,97.2482,34.6022,94.2642,58.7729,66.5197,107.764,58.0294,65.3278,35.7588,64.1418
2018-04-25,112.331,181.861,29.6674,28.2991,86.8834,76.3872,60.8135,45.2523,441.267,53.4368,169.588,119.949,744.214,21.2127,54.3212,49.2339,92.6175,40.1158,120.009,392.209,61.4076,118.136,42.5966,31.5158,14.1935,189.451,37.8439,39.8496,98.2496,54.8068,90.671,29.3248,116.888,220.264,39.2161,581.687,664.992,33.9557,46.8964,87.1506,97.065,34.5162,94.2278,58.5945,66.5671,107.631,58.096,65.242,35.5512,63.7434
2018-04-26,112.331,182.228,29.702,28.352,87.798,76.6877,60.9235,45.3061,443.055,53.6592,169.602,119.964,745.003,21.2127,54.3686,49.2306,92.8241,40.1204,121.045,393.114,61.6694,119.957,42.8128,31.5489,14.2814,191.263,37.9178,39.8806,99.1675,55.5062,91.6257,29.5525,117.617,223.346,39.2161,584.395,673.385,34.0327,46.9713,87.3395,97.4313,34.5962,95.0279,58.5993,67.0259,109.181,58.4289,66.0999,35.8279,63.7434
2018-04-27,112.733,182.456,29.7365,28.524,87.8859,76.4774,60.6897,45.4139,443.101,53.8198,169.884,119.825,744.74,21.2748,54.4282,49.1691,92.8599,40.1344,120.959,394.085,62.0533,122.473,42.751,31.5877,14.3316,191.766,38.034,39.9396,100.61,55.4729,91.6854,29.5525,117.445,223.192,39.3594,584.395,684.12,34.0788,47.0462,86.7729,97.7976,34.5962,95.2097,58.6652,67.1366,111.174,58.3956,67.1722,35.8452,63.7434
2018-04-28,112.733,182.456,29.7365,28.524,87.8859,76.4774,60.6897,45.4139,443.147,53.8198,169.898,119.84,744.74,21.2748,54.4282,49.1691,92.8599,40.1344,120.959,394.085,62.0533,122.473,42.751,31.5877,14.3316,191.766,38.034,39.9396,100.61,55.4729,91.6854,29.5525,117.445,223.192,39.3594,584.395,684.12,34.0788,47.0462,86.7729,97.7976,34.5962,95.2097,58.6652,67.1366,111.174,58.3956,67.1722,35.8452,63.7434
2018-04-29,112.733,182.456,29.7365,28.524,87.8859,76.4774,60.6897,45.4139,443.192,53.8198,169.912,119.855,744.74,21.2748,54.4282,49.1691,92.8599,40.1344,120.959,394.085,62.0533,122.473,42.751,31.5877,14.3316,191.766,38.034,39.9396,100.61,55.4729,91.6854,29.5525,117.445,223.192,39.3594,584.395,684.12,34.0788,47.0462,86.7729,97.7976,34.5962,95.2097,58.6652,67.1366,111.174,58.3956,67.1722,35.8452,63.7434
2018-04-30,113.002,182.456,29.7153,28.1535,87.1648,75.7862,60.0846,45.2523,442.275,53.7086,169.899,119.692,743.688,21.3245,54.4815,49.1075,92.8718,40.1434,119.621,394.152,62.2802,122.386,42.3804,31.6208,14.2814,190.357,38.0726,40.0043,100.391,55.0732,90.6412,29.4766,116.244,223.346,39.4549,578.454,683.34,34.1188,47.0275,86.1435,96.6987,34.6394,94.5551,58.6798,66.6304,111.13,57.6299,67.0006,35.9318,63.6106
2018-05-01,112.868,182.114,29.6806,28.18,87.3934,76.1468,60.3046,45.1445,442.321,53.4739,170.047,119.244,741.322,21.2997,54.529,48.9229,92.6875,40.1478,120.441,392.726,62.0882,123.6,42.5966,31.6237,14.2311,191.263,37.9004,40.0354,101.09,55.2398,91.1185,29.3754,116.159,223.038,39.4072,578.716,687.829,34.0476,47.0275,86.0805,96.8819,34.553,94.6279,58.7456,66.6937,112.104,57.9295,67.6011,35.8798,63.345
2018-05-02,112.331,182.114,29.7501,28.1271,86.7603,76.267,60.4284,44.8752,442.36,53.4739,170.195,118.489,736.854,21.2251,54.5764,48.6152,92.699,40.1541,119.621,393.049,61.8963,122.646,42.7202,31.6568,14.2311,189.753,37.9397,40.0947,100.828,54.8068,90.8798,29.426,115.644,222.268,39.2639,576.444,685.877,34.0137,47.0275,86.3638,96.6987,34.5962,94.046,58.749,66.2824,111.529,57.6964,67.1722,35.7242,62.9466
2018-05-03,112.062,182.228,29.6806,28.1006,86.5844,75.7562,60.0433,44.7674,441.532,53.4739,170.612,117.89,733.699,21.0016,54.7069,48.4921,92.7104,40.159,119.405,393.081,61.4251,122.993,42.5039,31.7506,14.294,189.652,37.9433,40.2382,100.697,54.6735,90.4621,29.3501,115.301,220.572,38.8817,572.25,685.096,34.0538,47.0275,85.9546,96.3324,34.553,94.0096,58.8747,66.1716,111.396,57.4301,67.0864,35.6031,62.681
2018-05-04,112.599,182.228,29.7153,28.4843,87.71,76.7178,60.786,44.7136,443.763,53.6839,170.895,117.753,732.91,21.014,54.7661,48.4306,92.7449,40.1718,121.261,392.886,61.809,124.381,43.029,31.7895,14.3191,192.169,37.9192,40.2974,101.571,55.3563,91.8644,29.5525,116.759,221.497,38.7862,578.628,692.123,34.0629,47.0275,86.7415,97.4313,34.5962,94.9552,58.9393,66.8993,112.37,58.1625,67.7727,35.6549,62.5482
2018-05-05,112.599,182.228,29.7153,28.4843,87.71,76.7178,60.786,44.7136,443.808,53.6839,170.909,117.77,732.91,21.014,54.7661,48.4306,92.7449,40.1718,121.261,392.886,61.809,124.381,43.029,31.7895,14.3191,192.169,37.9192,40.2974,101.571,55.3563,91.8644,29.5525,116.759,221.497,38.7862,578.628,692.123,34.0629,47.0275,86.7415,97.4313,34.5962,94.9552,58.9393,66.8993,112.37,58.1625,67.7727,35.6549,62.5482
2018-05-06,112.599,182.228,29.7153,28.4843,87.71,76.7178,60.786,44.7136,443.854,53.6839,170.923,117.788,732.91,21.014,54.7661,48.4306,92.7449,40.1718,121.261,392.886,61.809,124.381,43.029,31.7895,14.3191,192.169,37.9192,40.2974,101.571,55.3563,91.8644,29.5525,116.759,221.497,38.7862,578.628,692.123,34.0629,47.0275,86.7415,97.4313,34.5962,94.9552,58.9393,66.8993,112.37,58.1625,67.7727,35.6549,62.5482
2018-05-07,112.465,182.228,29.7501,28.4578,88.009,77.3188,61.1711,44.6058,444.774,53.758,170.937,117.883,731.859,20.9519,54.772,48.3691,92.7562,40.0313,121.477,392.918,61.8265,125.248,43.3997,31.7923,14.3316,192.471,37.9229,40.3064,102.183,55.5229,92.4015,29.6031,117.188,222.884,38.834,582.648,697.979,34.0289,47.0275,87.1506,98.1638,34.6394,95.2461,58.9513,67.1366,112.99,58.4289,68.073,35.7415,62.5482
2018-05-08,112.868,182.0,29.7501,28.5637,87.9738,77.9799,61.5974,44.3364,444.383,53.7086,171.085,117.284,726.338,20.9395,54.8194,48.1229,92.7676,40.0356,121.779,392.626,61.809,124.468,43.5851,31.7952,14.3316,192.068,37.8563,40.3375,101.746,55.4562,92.4015,29.5525,117.274,223.192,38.8817,582.823,695.246,33.9948,47.0275,87.6857,99.0796,34.5962,95.2461,59.0163,67.2315,112.237,58.5621,67.644,35.7934,62.1498
2018-05-09,113.404,181.772,29.7848,28.6298,88.8356,78.4006,61.8999,44.1748,445.74,53.8198,170.965,116.685,725.287,21.1382,54.7837,47.9383,92.7791,40.0401,122.643,392.075,61.9835,125.422,43.8631,31.798,14.3693,193.78,37.8248,40.3124,102.533,56.0391,93.028,29.7043,118.388,223.809,38.834,587.279,700.126,33.9238,47.0275,87.5912,99.8121,34.6394,95.9007,59.0205,67.7852,113.035,58.7951,68.1159,35.8452,61.8842
2018-05-10,114.478,182.228,29.8196,28.8151,89.6974,78.8513,62.2437,44.5519,447.532,54.1781,171.113,117.933,733.173,21.399,54.8312,48.3691,92.7906,40.0445,123.722,392.982,62.7164,126.202,44.0793,31.8009,14.4572,195.894,37.9339,40.3435,103.232,56.4888,93.9529,29.7296,119.203,226.892,38.9773,591.997,706.567,34.0379,47.0275,87.6857,100.178,34.6825,96.6644,59.0248,68.3072,114.053,59.1946,68.6306,36.3124,62.5482
2018-05-11,114.344,182.456,29.8196,28.9606,89.8733,78.9415,62.2713,44.4981,447.578,54.4005,171.261,118.487,736.065,21.4984,54.8904,48.6152,92.8251,40.2028,123.938,393.661,62.8211,125.595,44.172,31.8398,14.4824,196.296,37.9801,40.3746,102.882,56.622,94.5497,29.9573,119.289,226.121,39.2639,592.347,704.224,34.0841,47.0275,87.7171,99.9953,34.7257,96.8826,59.0291,68.244,113.61,59.1946,68.3732,36.3124,62.8138
2018-05-12,114.344,182.456,29.8196,28.9606,89.8733,78.9415,62.2713,44.4981,447.624,54.4005,171.275,118.502,736.065,21.4984,54.8904,48.6152,92.8251,40.2028,123.938,393.661,62.8211,125.595,44.172,31.8398,14.4824,196.296,37.9801,40.3746,102.882,56.622,94.5497,29.9573,119.289,226.121,39.2639,592.347,704.224,34.0841,47.0275,87.7171,99.9953,34.7257,96.8826,59.0291,68.244,113.61,59.1946,68.3732,36.3124,62.8138
2018-05-13,114.344,182.456,29.8196,28.9606,89.8733,78.9415,62.2713,44.4981,447.67,54.4005,171.289,118.517,736.065,21.4984,54.8904,48.6152,92.8251,40.2028,123.938,393.661,62.8211,125.595,44.172,31.8398,14.4824,196.296,37.9801,40.3746,102.882,56.622,94.5497,29.9573,119.289,226.121,39.2639,592.347,704.224,34.0841,47.0275,87.7171,99.9953,34.7257,96.8826,59.0291,68.244,113.61,59.1946,68.3732,36.3124,62.8138
2018-05-14,114.344,182.342,29.8543,28.8812,89.9612,78.5809,62.0787,44.3364,448.59,54.4994,171.169,118.532,736.854,21.5481,54.8547,48.6152,92.837,40.0621,124.326,393.401,62.9782,124.294,43.9866,31.8427,14.4949,196.699,37.9837,40.3555,102.008,56.8218,94.4601,30.0079,119.203,226.892,39.4549,592.085,697.979,34.0501,47.1027,87.4968,99.4458,34.7257,96.919,59.042,68.149,112.725,59.0615,67.7727,36.3297,62.681
2018-05-15,113.27,181.544,29.8196,28.8547,89.3457,78.6109,62.175,44.121,447.325,54.104,170.78,117.621,731.07,21.2873,54.7361,48.246,92.653,39.9217,123.592,391.101,62.1231,121.779,43.9866,31.7546,14.3693,195.189,37.7413,40.2179,100.479,56.4888,93.8933,29.8055,118.689,227.662,38.9295,588.065,687.048,33.9051,47.0275,87.5283,99.4458,34.6825,96.228,58.9244,67.8801,110.51,58.9283,66.4859,35.7068,62.4154
2018-05-16,113.673,181.201,29.8196,29.0532,89.7326,79.5425,62.8076,44.121,448.682,54.0546,170.66,117.868,731.596,21.4114,54.7004,48.3691,92.6645,39.9261,124.283,390.841,62.6292,121.258,44.45,31.7271,14.3567,195.994,37.7098,40.1647,100.304,56.7219,94.311,29.7549,119.546,229.666,39.025,590.599,685.096,33.8342,47.0275,88.2522,100.178,34.6825,96.4462,58.9287,68.1807,109.934,59.3611,66.2285,35.8971,62.4154
2018-05-17,112.197,180.973,29.8196,29.0797,89.6798,80.0834,63.2477,44.0132,448.291,54.2152,170.406,117.42,729.493,21.2003,54.6648,48.1845,92.4806,39.9306,124.412,390.29,61.9835,120.738,44.6971,31.6996,14.3944,195.592,37.6783,40.1115,99.9542,56.7219,94.3408,29.8561,119.975,229.512,38.7384,592.959,680.802,33.8003,47.0275,88.6928,100.728,34.6825,96.6281,58.8705,68.2598,109.181,59.5275,65.8425,35.4819,62.2826
2018-05-18,111.66,181.429,29.7848,29.0532,89.4512,80.2336,63.1652,43.7977,447.9,54.104,170.42,117.049,726.864,21.1258,54.6409,48.0614,92.5152,39.9438,123.851,391.261,61.46,120.738,44.728,31.7081,14.3693,195.39,37.7595,40.0863,100.173,56.5887,94.2215,29.8055,119.975,228.279,38.6429,593.133,681.778,33.8837,46.9523,88.8502,100.728,34.6825,96.519,58.8748,68.2123,109.225,59.3278,65.8854,35.2225,62.017
2018-05-19,111.66,181.429,29.7848,29.0532,89.4512,80.2336,63.1652,43.7977,447.946,54.104,170.434,117.063,726.864,21.1258,54.6409,48.0614,92.5152,39.9438,123.851,391.261,61.46,120.738,44.728,31.7081,14.3693,195.39,37.7595,40.0863,100.173,56.5887,94.2215,29.8055,119.975,228.279,38.6429,593.133,681.778,33.8837,46.9523,88.8502,100.728,34.6825,96.519,58.8748,68.2123,109.225,59.3278,65.8854,35.2225,62.017
2018-05-20,111.66,181.429,29.7848,29.0532,89.4512,80.2336,63.1652,43.7977,447.992,54.104,170.448,117.078,726.864,21.1258,54.6409,48.0614,92.5152,39.9438,123.851,391.261,61.46,120.738,44.728,31.7081,14.3693,195.39,37.7595,40.0863,100.173,56.5887,94.2215,29.8055,119.975,228.279,38.6429,593.133,681.778,33.8837,46.9523,88.8502,100.728,34.6825,96.519,58.8748,68.2123,109.225,59.3278,65.8854,35.2225,62.017
2018-05-21,111.794,181.429,29.8196,29.2252,90.1195,80.9548,63.729,43.8274,449.35,54.3264,170.462,116.938,726.864,21.2873,54.6469,47.9999,92.5267,39.9483,124.715,391.293,61.4949,122.126,45.0369,31.711,14.4447,196.9,37.7633,40.1234,101.222,56.9717,94.9375,29.8814,120.875,229.82,38.6429,597.502,689.39,33.8867,47.0275,89.4482,101.644,34.6825,97.1008,58.8874,68.6394,110.51,59.8605,66.6575,35.3609,61.8842
2018-05-22,112.331,181.429,29.7848,28.8812,89.8381,80.2937,63.1927,44.0433,448.522,54.3511,170.476,117.492,730.019,21.2748,54.6527,48.246,92.5382,39.9524,124.412,391.325,61.6694,122.473,44.6971,31.6835,14.4195,196.196,37.7669,40.1264,101.222,56.7885,94.669,29.932,120.318,229.974,38.7384,594.007,689.586,33.8897,47.0275,88.9131,101.094,34.6825,96.9554,58.8914,68.3072,110.599,59.5275,66.6575,35.4819,62.1498
2018-05-23,111.794,181.772,29.7848,28.8018,90.1371,80.3839,63.1927,44.2052,448.569,53.721,170.893,117.969,732.385,21.163,54.7832,48.3691,92.5522,39.957,124.499,392.231,61.6171,123.947,44.7589,31.747,14.3065,197.001,37.876,40.2137,102.139,56.8551,94.8182,29.6284,120.618,229.974,38.4519,592.959,696.612,33.9669,47.0275,88.9446,101.094,34.6394,96.6644,58.9566,68.4971,112.016,59.4943,67.4725,35.3955,62.4154
2018-05-24,111.66,182.114,29.7848,28.9738,89.9437,80.444,63.2202,44.2052,449.053,53.5109,171.041,118.6,735.276,21.0513,54.8306,48.5537,92.5638,40.1063,124.24,393.138,61.6869,123.6,44.7589,31.7802,14.294,196.699,37.95,40.273,102.096,56.7386,94.6392,29.5272,120.875,229.666,38.5951,591.997,695.441,34.0441,47.0275,88.9446,101.277,34.6825,96.519,58.9606,68.4338,111.839,59.4943,67.3438,35.3436,62.5482
2018-05-25,111.928,182.685,29.7501,29.0003,89.7502,80.3839,63.1101,44.2592,449.1,53.2762,171.324,118.845,737.642,21.014,54.9373,48.6768,92.6099,40.1239,124.153,394.14,61.652,124.034,44.728,31.8525,14.2311,196.799,38.0701,40.3603,102.402,56.6386,94.6093,29.426,120.275,229.666,38.6429,589.9,697.783,34.1304,47.0275,88.9131,101.277,34.6825,96.228,59.0258,68.2756,112.149,59.3944,67.5583,35.3609,62.681
2018-05-26,111.928,182.685,29.7501,29.0003,89.7502,80.3839,63.1101,44.2592,449.147,53.2762,171.338,118.86,737.642,21.014,54.9373,48.6768,92.6099,40.1239,124.153,394.14,61.652,124.034,44.728,31.8525,14.2311,196.799,38.0701,40.3603,102.402,56.6386,94.6093,29.426,120.275,229.666,38.6429,589.9,697.783,34.1304,47.0275,88.9131,101.277,34.6825,96.228,59.0258,68.2756,112.149,59.3944,67.5583,35.3609,62.681
2018-05-27,111.928,182.685,29.7501,29.0003,89.7502,80.3839,63.1101,44.2592,449.194,53.2762,171.352,118.874,737.642,21.014,54.9373,48.6768,92.6099,40.1239,124.153,394.14,61.652,124.034,44.728,31.8525,14.2311,196.799,38.0701,40.3603,102.402,56.6386,94.6093,29.426,120.275,229.666,38.6429,589.9,697.783,34.1304,47.0275,88.9131,101.277,34.6825,96.228,59.0258,68.2756,112.149,59.3944,67.5583,35.3609,62.681
2018-05-28,111.928,182.685,29.7501,29.0003,89.7502,80.3839,63.1101,44.2592,449.241,53.2762,171.366,118.888,737.642,21.014,54.9373,48.6768,92.6099,40.1239,124.153,394.14,61.652,124.034,44.728,31.8525,14.2311,196.799,38.0701,40.3603,102.402,56.6386,94.6093,29.426,120.275,229.666,38.6429,589.9,697.783,34.1304,47.0275,88.9131,101.277,34.6825,96.228,59.0258,68.2756,112.149,59.3944,67.5583,35.3609,62.681
2018-05-29,110.049,183.585,29.6806,28.8018,88.7125,80.3538,62.9451,43.9893,447.103,52.2631,172.051,118.748,736.854,20.9768,55.1092,48.5735,92.426,40.4182,122.729,396.505,60.9539,124.381,44.6353,31.977,13.9674,194.182,38.355,40.5409,102.795,55.9892,93.8634,28.8187,119.418,225.35,38.4519,584.658,701.297,34.3188,47.0275,88.8502,100.545,34.5956,94.8097,59.2263,67.6428,112.636,59.128,67.9443,34.9111,62.681
2018-05-30,110.049,182.898,29.7501,29.2781,89.8557,81.4958,63.894,43.9893,448.461,52.782,172.065,118.532,735.539,20.9395,55.1152,48.5735,92.6331,40.2777,123.981,394.787,60.9714,126.376,45.3149,31.9799,14.1432,196.196,38.1478,40.5439,104.106,56.622,94.9375,29.1476,120.961,227.2,38.2608,592.434,710.861,34.2107,47.1027,89.637,101.827,34.639,96.0098,59.2306,68.4654,114.408,59.9936,68.9309,35.1187,62.5482
2018-05-31,110.452,182.898,29.769,29.1458,89.2577,80.6544,63.2339,43.8813,448.508,52.5966,172.214,118.006,732.122,21.014,55.121,48.3884,92.6446,40.2821,122.772,395.434,61.0761,125.942,44.9442,31.9828,14.1055,195.491,38.1866,40.5469,103.713,56.3889,94.49,29.097,119.889,225.813,38.4519,587.017,709.299,34.2137,47.0914,89.102,100.911,34.639,95.4279,59.2349,67.8168,113.965,59.3611,68.5877,35.1706,62.4154
2018-06-01,111.391,182.555,29.8389,29.3046,90.2251,81.2854,63.7153,43.7734,449.87,52.9549,171.959,117.556,729.23,21.1134,55.0794,48.2649,92.6807,40.1504,124.153,394.075,61.9312,126.636,45.3149,31.9305,14.1809,197.907,38.0565,40.4939,104.194,56.9884,95.5342,29.2994,121.261,229.05,38.7384,592.347,713.398,34.1483,47.0914,89.7944,101.46,34.6824,96.3371,59.1781,68.4812,114.762,59.8272,68.9738,35.5512,62.1498
2018-06-02,111.391,182.555,29.8389,29.3046,90.2251,81.2854,63.7153,43.7734,449.917,52.9549,171.973,117.571,729.23,21.1134,55.0794,48.2649,92.6807,40.1504,124.153,394.075,61.9312,126.636,45.3149,31.9305,14.1809,197.907,38.0565,40.4939,104.194,56.9884,95.5342,29.2994,121.261,229.05,38.7384,592.347,713.398,34.1483,47.0914,89.7944,101.46,34.6824,96.3371,59.1781,68.4812,114.762,59.8272,68.9738,35.5512,62.1498
2018-06-03,111.391,182.555,29.8389,29.3046,90.2251,81.2854,63.7153,43.7734,449.964,52.9549,171.987,117.585,729.23,21.1134,55.0794,48.2649,92.6807,40.1504,124.153,394.075,61.9312,126.636,45.3149,31.9305,14.1809,197.907,38.0565,40.4939,104.194,56.9884,95.5342,29.2994,121.261,229.05,38.7384,592.347,713.398,34.1483,47.0914,89.7944,101.46,34.6824,96.3371,59.1781,68.4812,114.762,59.8272,68.9738,35.5512,62.1498
2018-06-04,112.331,182.326,29.8389,29.4501,90.6296,82.0667,64.0866,43.8274,450.885,53.2268,171.866,117.831,730.807,21.3493,55.0438,48.3884,92.6927,40.155,124.931,393.525,62.5419,128.024,45.4693,31.9029,14.2814,199.215,37.9902,40.4474,105.199,57.1882,96.0713,29.426,121.862,230.437,39.1206,593.658,719.839,34.0398,47.167,90.0462,101.827,34.6824,96.8463,59.1917,68.7344,116.047,60.1268,69.7458,35.9145,62.2826
2018-06-05,112.331,182.555,29.9088,29.4633,90.6999,82.6977,64.4854,43.6115,451.371,53.1403,171.88,117.924,731.07,21.2748,55.0499,48.3884,92.901,40.1596,125.017,393.851,62.3674,127.677,45.7782,31.9058,14.2688,199.316,37.9939,40.4507,104.849,57.2049,96.3696,29.3248,122.333,229.512,39.1206,595.056,717.497,34.08,47.167,90.5183,102.376,34.7258,96.8826,59.1962,68.94,115.559,60.2933,69.4456,35.7761,62.2826
2018-06-06,113.539,181.983,29.9437,29.6221,91.4738,83.1786,64.953,43.5575,452.733,53.4615,171.759,117.629,728.967,21.4114,54.9727,48.2649,92.9131,40.0187,126.226,392.424,62.9084,128.284,46.0871,31.8782,14.3819,200.826,37.8565,40.3977,105.111,57.7211,97.0558,29.5272,123.362,231.208,39.4072,599.512,720.034,33.9715,47.167,90.8645,103.292,34.7692,97.6827,59.201,69.462,115.825,60.7594,69.6601,36.0182,62.1498
2018-06-07,112.197,182.44,29.9786,29.4369,91.4386,82.9081,64.898,43.3416,452.341,53.4492,171.773,117.489,727.916,21.3618,54.9788,48.2032,92.9251,40.1688,126.182,393.335,62.3674,128.197,45.8709,31.8811,14.3442,200.021,37.966,40.3728,104.893,57.6878,96.6978,29.6031,123.234,230.437,39.4549,599.599,718.863,34.0859,47.2426,90.5183,102.742,34.8126,97.61,59.2058,69.3197,115.559,60.7927,69.5743,35.5165,62.017
2018-06-08,111.66,182.212,29.9786,29.5956,91.72,83.1485,65.0492,43.6115,452.212,53.3256,171.787,117.349,726.864,21.2873,54.9972,48.2032,92.9612,40.0372,126.614,393.145,62.158,128.631,46.0253,31.8897,14.3442,200.524,37.9417,40.4043,105.155,57.8377,96.9663,29.4766,123.663,230.745,39.1206,601.522,721.986,34.0204,47.2426,90.5183,103.109,34.8126,97.6464,59.2105,69.6519,116.002,61.0257,69.9174,35.4992,62.017
2018-06-09,111.66,182.212,29.9786,29.5956,91.72,83.1485,65.0492,43.6115,452.26,53.3256,171.801,117.364,726.864,21.2873,54.9972,48.2032,92.9612,40.0372,126.614,393.145,62.158,128.631,46.0253,31.8897,14.3442,200.524,37.9417,40.4043,105.155,57.8377,96.9663,29.4766,123.663,230.745,39.1206,601.522,721.986,34.0204,47.2426,90.5183,103.109,34.8126,97.6464,59.2105,69.6519,116.002,61.0257,69.9174,35.4992,62.017
