as_of,B00670,B00739,B00810,B00838,B05548,B05754,B06390,B07260,B08348,B08441,B08489,B08495,B09419,B11317,B11780,B14078,B14771,B15191,B15503,B16441,B16476,B17301,B17945,B17949,B18527,B18618,B18691,B19390,B19480,B20591,B20796,B21691,B21717,B21793,B21967,B22099,B22102,B22198,B22568,B22672,B23377,B23749,B23827,B23868,B24063,B24413,B24848,B24891,B25164,B25810
2000-02-23,34.8612,78.9027,9.96183,8.7492,32.5818,14.0637,15.4378,11.2175,122.296,28.4122,68.8743,23.2436,89.88,10.99,25.0547,11.7614,42.1516,14.0815,68.0302,142.285,19.8041,18.3171,12.5959,13.2812,13.9737,125.676,15.6619,15.4505,16.4591,23.6379,37.8812,22.8455,24.6746,111.655,14.598,114.542,107.48,12.4341,17.3734,15.7583,15.9992,10.6529,45.9015,31.0421,12.6522,15.4136,14.6351,9.70621,12.2079,13.6795
2000-02-24,34.8612,79.1486,9.96183,8.72918,32.4082,14.1373,15.4779,11.2175,122.064,28.3107,68.9999,23.248,89.88,11.02,25.0948,11.7614,42.1516,14.1423,68.1948,142.635,19.856,18.2541,12.6872,13.3119,13.9737,125.984,15.6963,15.4985,16.376,23.5833,38.3394,22.8455,24.8811,111.872,14.5865,111.965,106.743,12.4642,17.3734,15.6554,15.9992,10.6529,45.6733,31.1101,12.7858,15.3864,14.8104,9.63369,12.2491,13.6795
2000-02-25,34.8612,79.1486,9.972,8.62907,31.9245,14.1899,15.5982,11.1889,121.831,28.4746,69.0098,23.3322,90.1925,11.16,25.1073,11.7752,42.1028,14.1501,67.6097,142.518,19.9184,18.2856,12.748,13.3174,14.0038,124.494,15.7206,15.4985,16.3621,23.2285,38.3885,23.0877,24.6428,111.221,14.5407,111.551,107.217,12.4723,17.3734,15.7126,16.19,10.6592,44.9884,31.1147,12.6856,15.3593,14.6818,9.63369,12.2801,13.7231
2000-02-26,34.8612,79.1486,9.972,8.62907,31.9245,14.1899,15.5982,11.1889,121.831,28.4746,69.0098,23.3322,90.1925,11.16,25.1073,11.7752,42.1028,14.1501,67.6097,142.518,19.9184,18.2856,12.748,13.3174,14.0038,124.494,15.7206,15.4985,16.3621,23.2285,38.3885,23.0877,24.6428,111.221,14.5407,111.551,107.217,12.4723,17.3734,15.7126,16.19,10.6592,44.9884,31.1147,12.6856,15.3593,14.6818,9.63369,12.2801,13.7231
2000-02-27,34.8612,79.1486,9.972,8.62907,31.9245,14.1899,15.5982,11.1889,121.831,28.4746,69.0098,23.3322,90.1925,11.16,25.1073,11.7752,42.1028,14.1501,67.6097,142.518,19.9184,18.2856,12.748,13.3174,14.0038,124.494,15.7206,15.4985,16.3621,23.2285,38.3885,23.0877,24.6428,111.221,14.5407,111.551,107.217,12.4723,17.3734,15.7126,16.19,10.6592,44.9884,31.1147,12.6856,15.3593,14.6818,9.63369,12.2801,13.7231
2000-02-28,34.8612,78.8196,9.98217,8.66912,32.2841,14.2741,15.7486,11.146,121.989,28.2404,69.0196,23.2968,89.88,11.14,25.1115,11.789,42.0541,14.0946,67.9205,142.051,19.5653,18.2541,12.7784,13.3192,13.843,124.597,15.6765,15.4985,16.3344,23.5287,38.2085,22.8778,24.7064,112.378,14.2201,113.438,107.059,12.4202,17.3734,15.7583,16.3263,10.6697,45.4897,31.1285,12.7302,15.3049,14.752,9.59742,12.1048,13.7231
2000-02-29,36.4689,78.9136,9.96183,8.73919,32.7306,14.6948,16.2899,11.2389,122.359,28.3029,69.1663,23.437,90.609,11.11,25.1157,11.9618,42.3731,14.158,69.1089,142.051,19.6587,18.3958,13.2247,13.3346,13.9334,126.652,15.6984,15.5776,16.4591,23.7471,39.0921,22.9262,25.2943,114.979,14.3575,115.049,108.27,12.4503,17.3832,15.8956,16.7079,10.6592,46.1939,31.1648,13.0977,15.3864,15.2663,9.69412,12.1873,13.7667
2000-03-01,36.4689,79.0076,9.96183,8.82928,33.0407,14.8526,16.6107,11.2677,122.256,28.8727,69.1762,23.5016,90.8173,11.25,25.1196,11.9757,42.4715,14.1606,69.6757,142.051,20.0118,18.3643,13.4681,13.3364,14.1647,128.861,15.717,15.5776,16.4037,24.1975,39.8776,23.3783,25.5644,116.208,14.6323,116.383,108.112,12.4391,17.3832,16.09,16.8169,10.6592,46.7458,31.1691,13.3093,15.3864,15.465,9.65786,12.5172,13.8104
2000-03-02,36.4689,78.9606,9.95167,8.96943,33.1027,14.7474,16.6007,11.2677,122.414,29.0678,69.2443,23.7667,91.7547,11.17,25.1235,12.1011,42.4715,14.1632,69.6757,142.074,20.2818,18.3171,13.3666,13.3382,14.3557,129.118,15.704,15.5896,16.3621,24.2248,39.7467,23.4106,25.2148,115.124,14.8613,115.647,107.953,12.4417,17.3832,16.1243,16.5716,10.6486,46.8981,31.1734,13.2202,15.3185,15.3715,9.65786,12.7234,13.9195
2000-03-03,36.4689,79.1486,9.96183,9.07955,33.7601,15.1261,16.8814,11.3398,123.225,29.1381,69.3124,23.8714,92.0671,11.08,25.1533,12.1568,42.4715,14.2288,71.4674,142.309,20.7595,18.3643,13.6912,13.3707,14.3456,132.201,15.7441,15.6258,16.376,24.6615,40.8266,23.459,26.0887,118.015,14.93,116.843,108.112,12.4907,17.3832,16.3301,16.8714,10.6486,47.8117,31.2414,13.61,15.4,15.8741,9.66995,12.7234,13.9849
2000-03-04,36.4689,79.1486,9.96183,9.07955,33.7601,15.1261,16.8814,11.3398,123.225,29.1381,69.3124,23.8714,92.0671,11.08,25.1533,12.1568,42.4715,14.2288,71.4674,142.309,20.7595,18.3643,13.6912,13.3707,14.3456,132.201,15.7441,15.6258,16.376,24.6615,40.8266,23.459,26.0887,118.015,14.93,116.843,108.112,12.4907,17.3832,16.3301,16.8714,10.6486,47.8117,31.2414,13.61,15.4,15.8741,9.66995,12.7234,13.9849
2000-03-05,36.4689,79.1486,9.96183,9.07955,33.7601,15.1261,16.8814,11.3398,123.225,29.1381,69.3124,23.8714,92.0671,11.08,25.1533,12.1568,42.4715,14.2288,71.4674,142.309,20.7595,18.3643,13.6912,13.3707,14.3456,132.201,15.7441,15.6258,16.376,24.6615,40.8266,23.459,26.0887,118.015,14.93,116.843,108.112,12.4907,17.3832,16.3301,16.8714,10.6486,47.8117,31.2414,13.61,15.4,15.8741,9.66995,12.7234,13.9849
2000-03-06,36.4689,79.0546,9.96183,9.14962,33.326,15.0525,16.9916,11.3398,123.121,29.0756,69.3224,23.916,91.963,11.07,25.1573,12.1846,42.6192,14.1727,70.407,142.309,20.7388,18.2699,13.7622,13.3725,14.3456,131.893,15.7153,15.6137,16.3344,24.3885,41.0885,23.5397,26.1522,116.858,14.8728,115.417,107.953,12.4657,17.3832,16.3416,16.8169,10.6697,47.2978,31.2544,13.5989,15.3864,15.9793,9.65786,12.6925,14.0286
2000-03-07,36.4689,79.1956,9.95167,9.16964,32.4702,14.8421,16.7511,11.3398,123.018,29.0912,69.3323,24.0408,92.4837,11.18,25.1612,12.2403,42.6192,14.1751,68.341,142.427,20.5103,18.081,13.61,13.3743,14.2551,129.221,15.7339,15.6137,16.1681,23.6516,40.5158,23.4913,25.7232,114.257,14.8957,111.781,106.467,12.482,17.3437,16.2844,16.7897,10.6697,46.0226,31.2588,13.5321,15.2777,15.991,9.58534,12.6512,14.094
2000-03-08,36.4689,79.1956,9.96183,9.15963,32.743,14.8526,16.7009,11.3686,123.045,28.8649,69.4004,24.1256,93.2128,11.14,25.1651,12.296,42.6684,14.1775,68.7981,142.427,20.7491,18.0968,13.61,13.3761,14.2149,130.3,15.7367,15.6258,16.1681,23.7334,40.9085,23.2491,25.6915,113.823,15.0216,112.333,107.21,12.4846,17.3437,16.5016,16.7351,10.6803,46.3271,31.2631,13.443,15.2913,15.8624,9.60951,12.8471,14.1813
2000-03-09,36.4689,79.2896,9.95167,9.33982,33.5864,15.0735,16.9616,11.4262,123.072,29.0366,69.5267,24.1903,93.7335,11.19,25.2231,12.3378,42.6192,14.1798,70.3704,142.545,20.8218,18.0496,13.8636,13.4051,14.3255,131.636,15.7554,15.6378,16.1959,24.3749,41.9884,23.346,26.3111,117.292,15.056,114.082,107.104,12.4871,17.3437,16.5588,16.9532,10.7013,47.4882,31.3312,13.6991,15.4,16.1781,9.60951,12.9296,14.2249
2000-03-10,36.4689,79.1016,9.96183,9.33982,33.2763,14.9473,16.8914,11.4262,123.359,29.1303,69.5366,24.1147,93.4211,11.25,25.2349,12.3239,42.6192,14.187,70.1145,142.309,20.5934,18.1125,13.8027,13.4241,14.3557,131.482,15.7164,15.6498,16.2097,24.3339,42.1521,23.3944,26.2634,119.749,14.9873,113.024,106.732,12.4672,17.3437,16.5016,16.8714,10.6908,47.2598,31.3356,13.7437,15.3185,16.2365,9.63369,12.7853,14.2031
2000-03-11,36.4689,79.1016,9.96183,9.33982,33.2763,14.9473,16.8914,11.4262,123.359,29.1303,69.5366,24.1147,93.4211,11.25,25.2349,12.3239,42.6192,14.187,70.1145,142.309,20.5934,18.1125,13.8027,13.4241,14.3557,131.482,15.7164,15.6498,16.2097,24.3339,42.1521,23.3944,26.2634,119.749,14.9873,113.024,106.732,12.4672,17.3437,16.5016,16.8714,10.6908,47.2598,31.3356,13.7437,15.3185,16.2365,9.63369,12.7853,14.2031
2000-03-12,36.4689,79.1016,9.96183,9.33982,33.2763,14.9473,16.8914,11.4262,123.359,29.1303,69.5366,24.1147,93.4211,11.25,25.2349,12.3239,42.6192,14.187,70.1145,142.309,20.5934,18.1125,13.8027,13.4241,14.3557,131.482,15.7164,15.6498,16.2097,24.3339,42.1521,23.3944,26.2634,119.749,14.9873,113.024,106.732,12.4672,17.3437,16.5016,16.8714,10.6908,47.2598,31.3356,13.7437,15.3185,16.2365,9.63369,12.7853,14.2031
2000-03-13,36.4689,79.0546,9.93134,9.38987,33.1523,14.6948,16.5606,11.383,122.865,28.4122,69.6629,23.9788,93.1086,11.06,25.2569,12.2682,42.4715,14.1894,68.8164,142.427,19.6068,18.0653,13.4681,13.4395,14.0742,128.758,15.7348,15.674,16.1959,24.1565,41.2848,22.7002,25.755,116.786,14.5636,112.748,106.732,12.4697,17.3239,16.3187,16.6806,10.6908,46.841,31.3804,13.3761,15.2641,15.7572,9.60951,12.1769,14.1158
2000-03-14,36.4689,79.3366,9.93134,9.45995,32.5694,14.4213,16.0894,11.3974,122.632,28.3887,69.789,23.9835,93.4211,11.08,25.2788,12.296,42.4715,14.1917,66.9881,142.78,19.5549,18.2541,13.0827,13.4548,14.1848,126.652,15.7534,15.698,16.2651,23.7744,40.3194,22.9101,25.0877,114.546,14.4033,112.149,106.732,12.4999,17.2843,16.1929,16.5443,10.6697,45.9274,31.3848,13.042,15.2641,15.3014,9.66995,12.1666,14.2031
2000-03-15,36.4689,79.3836,9.91101,9.42992,33.3632,14.2425,15.7586,11.3398,122.268,28.0375,69.857,23.8878,93.0045,10.94,25.3188,12.2264,42.2747,14.1941,68.0668,142.897,19.3783,18.3171,12.7582,13.4702,14.0641,127.114,15.772,15.7221,16.4314,24.2657,38.7485,22.5387,25.1195,115.63,14.3575,119.098,107.794,12.5025,17.2645,16.1357,16.4626,10.6592,46.8601,31.4527,13.0309,15.4272,15.1377,9.83917,12.0841,14.0722
2000-03-16,36.4689,79.5246,9.96183,9.48998,34.9507,14.8211,16.0193,11.3686,122.426,28.7322,69.9251,24.0528,93.5252,11.06,25.3047,12.2821,42.3239,14.255,71.6502,143.133,19.4822,18.6476,13.1131,13.4856,14.4663,131.893,15.7906,15.7462,16.7778,25.3302,39.3703,22.8778,26.6448,120.761,14.4262,125.587,109.864,12.5189,17.225,16.2158,16.8987,10.6486,49.1441,31.4888,13.8328,15.6311,16.1313,10.0205,12.2285,14.1158
2000-03-17,36.4689,79.7126,9.93134,9.56005,35.0995,14.8316,16.0994,11.3974,122.324,28.779,70.0512,24.1776,94.0459,11.28,25.3525,12.3656,42.2747,14.2621,72.5278,143.485,19.7003,18.742,13.1232,13.5046,14.4964,133.588,15.8307,15.7703,16.8332,25.6168,40.1558,23.1684,26.7242,121.628,14.5636,122.826,110.766,12.5404,17.2052,16.3187,16.8987,10.6697,49.4866,31.525,13.855,15.767,16.2014,10.0447,12.311,14.2031
2000-03-18,36.4689,79.7126,9.93134,9.56005,35.0995,14.8316,16.0994,11.3974,122.324,28.779,70.0512,24.1776,94.0459,11.28,25.3525,12.3656,42.2747,14.2621,72.5278,143.485,19.7003,18.742,13.1232,13.5046,14.4964,133.588,15.8307,15.7703,16.8332,25.6168,40.1558,23.1684,26.7242,121.628,14.5636,122.826,110.766,12.5404,17.2052,16.3187,16.8987,10.6697,49.4866,31.525,13.855,15.767,16.2014,10.0447,12.311,14.2031
2000-03-19,36.4689,79.7126,9.93134,9.56005,35.0995,14.8316,16.0994,11.3974,122.324,28.779,70.0512,24.1776,94.0459,11.28,25.3525,12.3656,42.2747,14.2621,72.5278,143.485,19.7003,18.742,13.1232,13.5046,14.4964,133.588,15.8307,15.7703,16.8332,25.6168,40.1558,23.1684,26.7242,121.628,14.5636,122.826,110.766,12.5404,17.2052,16.3187,16.8987,10.6697,49.4866,31.525,13.855,15.767,16.2014,10.0447,12.311,14.2031
2000-03-20,36.4689,79.7596,9.92117,9.54003,34.9135,14.4108,15.6283,11.3974,122.09,29.0366,70.0612,24.142,94.0459,11.19,25.3565,12.3517,42.1763,14.2645,71.5771,143.603,19.4199,18.742,12.535,13.52,14.5366,131.79,15.8335,15.7944,16.8747,25.4121,38.9776,23.346,26.1204,119.966,14.4262,121.537,110.925,12.5567,17.225,16.1472,16.6261,10.6697,49.1821,31.5379,13.5098,15.7534,15.7806,10.0568,12.0429,14.1813
2000-03-21,36.4689,79.9006,9.92117,9.69019,35.7941,14.5265,15.5681,11.383,121.857,29.021,70.1874,24.2669,94.6708,11.2,25.3964,12.4213,42.0778,14.2669,73.2225,143.838,19.7937,18.8049,12.6263,13.549,14.5165,134.975,15.8522,15.8547,16.8886,26.0809,39.3867,23.2007,26.6924,121.845,14.6552,124.759,111.191,12.5455,17.2052,16.1586,16.6806,10.6592,50.286,31.6377,13.7325,15.7398,16.0612,10.0809,12.2801,14.2467
2000-03-22,36.4689,79.9476,9.91101,9.68018,35.9677,14.7895,16.0393,11.383,121.885,28.8727,70.3138,24.4118,95.3999,11.25,25.4364,12.491,41.9794,14.2692,74.4109,143.838,20.0326,18.8364,13.0421,13.578,14.426,135.952,15.855,15.8908,16.944,26.3675,40.1721,23.1522,27.1691,124.302,14.7697,124.482,111.721,12.5481,17.1854,16.2729,16.9532,10.6592,50.7429,31.7057,14.0667,15.8214,16.517,10.1172,12.3316,14.3122
2000-03-23,36.4689,80.0416,9.90084,9.68018,36.6003,14.9063,16.1796,11.3974,122.565,28.9742,70.6144,24.3162,95.3999,11.22,25.5305,12.4631,41.881,14.3301,75.5079,144.191,20.0534,18.8521,13.103,13.6342,14.4562,138.315,15.8896,15.951,16.9717,26.7223,40.4503,23.1845,27.4392,125.314,14.9529,127.888,111.35,12.5645,17.1657,16.4673,17.035,10.6381,51.5232,31.8055,14.1446,15.8214,16.5638,10.1414,12.4656,14.2904
2000-03-24,36.4689,79.7126,9.90084,9.66016,36.6127,14.9063,16.1395,11.3974,122.593,29.4035,70.5662,24.3208,95.504,11.26,25.5423,12.4631,41.7333,14.2788,75.5445,143.485,20.3026,18.8049,13.103,13.6359,14.6975,138.623,15.8346,15.951,16.9163,26.5858,40.4667,23.4913,27.5345,127.12,15.1819,126.415,110.766,12.5309,17.1459,16.5131,17.0077,10.6381,51.5423,31.8417,14.178,15.7394,16.6106,10.1051,12.5997,14.2685
2000-03-25,36.4689,79.7126,9.90084,9.66016,36.6127,14.9063,16.1395,11.3974,122.593,29.4035,70.5662,24.3208,95.504,11.26,25.5423,12.4631,41.7333,14.2788,75.5445,143.485,20.3026,18.8049,13.103,13.6359,14.6975,138.623,15.8346,15.951,16.9163,26.5858,40.4667,23.4913,27.5345,127.12,15.1819,126.415,110.766,12.5309,17.1459,16.5131,17.0077,10.6381,51.5423,31.8417,14.178,15.7394,16.6106,10.1051,12.5997,14.2685
2000-03-26,36.4689,79.7126,9.90084,9.66016,36.6127,14.9063,16.1395,11.3974,122.593,29.4035,70.5662,24.3208,95.504,11.26,25.5423,12.4631,41.7333,14.2788,75.5445,143.485,20.3026,18.8049,13.103,13.6359,14.6975,138.623,15.8346,15.951,16.9163,26.5858,40.4667,23.4913,27.5345,127.12,15.1819,126.415,110.766,12.5309,17.1459,16.5131,17.0077,10.6381,51.5423,31.8417,14.178,15.7394,16.6106,10.1051,12.5997,14.2685
2000-03-27,36.4689,79.7126,9.89068,9.69019,36.5257,14.8326,16.0994,11.383,122.36,29.38,70.46,24.3656,95.8165,11.4,25.5282,12.477,41.6841,14.2226,75.4348,143.603,20.6349,18.8049,13.0928,13.6104,14.7578,138.418,15.8055,15.927,16.8747,26.4493,40.3521,23.4429,27.3438,126.976,15.3193,125.173,111.35,12.5061,17.0866,16.4788,16.9259,10.6064,51.3709,31.791,14.1329,15.7531,16.5755,10.0809,12.6822,14.3122
2000-03-28,36.4689,79.8536,9.85002,9.62012,36.1404,14.5799,15.7987,11.3542,121.735,29.583,70.47,24.3101,95.2957,11.55,25.5141,12.4492,41.4873,14.225,74.4292,143.485,20.5622,18.7892,12.7582,13.6259,14.8081,137.133,15.8084,15.9149,16.8747,26.1354,39.6976,23.6366,26.9625,126.759,15.159,124.759,111.031,12.5086,17.0668,16.3301,16.7624,10.5854,50.838,31.7953,13.9413,15.7804,16.3066,10.0688,12.5481,14.2685
2000-03-29,36.4689,79.7728,9.84189,9.55004,36.1653,14.3062,15.3977,11.3253,121.24,29.5127,70.48,24.2948,95.1916,11.68,25.518,12.4074,41.3396,14.2274,73.4785,143.485,20.3234,18.8836,12.4032,13.6141,14.7578,135.9,15.8112,15.9029,17.0292,26.0672,38.2085,23.6527,26.4859,125.603,15.1361,125.909,111.244,12.4974,17.0075,16.2158,16.5989,10.5537,50.6477,31.7996,13.6709,15.958,15.9793,10.1414,12.445,14.2685
2000-03-30,36.4689,80.1036,9.84189,9.51,35.6682,14.0746,15.0168,11.2677,120.615,29.0366,70.6062,23.9386,93.5252,11.45,25.54,12.2403,41.192,14.2883,72.2536,143.721,19.5445,18.8836,12.1395,13.6295,14.4663,131.841,15.8776,15.939,17.0713,25.6032,37.0794,23.1522,26.3111,124.085,14.7583,128.164,110.819,12.5275,16.9481,15.9756,16.4626,10.5112,49.8599,31.8358,13.6258,15.9853,15.8975,10.1655,12.1254,14.0722
2000-03-31,37.079,80.1508,9.85222,9.63013,35.9167,14.2431,15.3276,11.3326,121.513,29.302,70.8118,24.0599,95.1916,11.62,25.5619,12.3855,41.4828,14.2906,73.1311,143.838,19.5133,19.0252,12.3221,13.6486,14.6271,132.972,15.9178,16.0209,17.2678,25.9853,37.7994,23.2168,27.042,127.554,14.701,129.453,111.085,12.5627,16.9382,16.1814,16.7351,10.5112,50.3741,31.8719,14.2231,16.081,16.4937,10.3167,12.146,14.0722
2000-04-01,37.079,80.1508,9.85222,9.63013,35.9167,14.2431,15.3276,11.3326,121.513,29.302,70.8118,24.0599,95.1916,11.62,25.5619,12.3855,41.4828,14.2906,73.1311,143.838,19.5133,19.0252,12.3221,13.6486,14.6271,132.972,15.9178,16.0209,17.2678,25.9853,37.7994,23.2168,27.042,127.554,14.701,129.453,111.085,12.5627,16.9382,16.1814,16.7351,10.5112,50.3741,31.8719,14.2231,16.081,16.4937,10.3167,12.146,14.0722
2000-04-02,37.079,80.1508,9.85222,9.63013,35.9167,14.2431,15.3276,11.3326,121.513,29.302,70.8118,24.0599,95.1916,11.62,25.5619,12.3855,41.4828,14.2906,73.1311,143.838,19.5133,19.0252,12.3221,13.6486,14.6271,132.972,15.9178,16.0209,17.2678,25.9853,37.7994,23.2168,27.042,127.554,14.701,129.453,111.085,12.5627,16.9382,16.1814,16.7351,10.5112,50.3741,31.8719,14.2231,16.081,16.4937,10.3167,12.146,14.0722
2000-04-03,37.079,80.1981,9.85222,9.53002,36.1031,13.9378,14.7963,11.318,121.016,28.9039,70.8218,23.9436,94.2542,11.52,25.5632,12.3434,41.4332,14.3518,72.1439,144.073,18.9733,19.041,11.7947,13.6504,14.416,130.968,15.9526,16.0209,17.2397,25.8488,36.4576,22.9101,26.1665,125.314,14.5636,132.352,110.872,12.5793,16.9582,15.9642,16.4626,10.5218,50.4883,31.8852,13.6709,16.0263,15.8741,10.2676,11.8264,14.0286
2000-04-04,37.079,80.1508,9.82121,9.42992,35.8297,13.6746,14.275,11.3326,120.255,29.0054,70.9486,23.7265,93.2128,11.48,25.6189,12.217,41.2344,14.472,70.5715,144.685,18.5787,19.0882,11.5716,13.6931,14.3959,129.067,16.0349,16.0693,17.2257,25.6305,36.3267,22.797,25.7848,121.989,14.3804,131.109,110.712,12.5958,16.9183,15.5982,16.3808,10.5005,50.0503,31.9536,13.4342,16.0263,15.6404,10.2676,11.6202,13.8976
2000-04-05,37.079,79.3947,9.81087,9.52001,35.6557,13.9378,14.5156,11.2599,120.021,28.5761,71.017,23.5294,92.5879,11.43,25.6383,12.0907,41.1847,14.4157,70.9006,144.212,18.4333,19.1995,11.8454,13.7086,14.1948,129.067,16.022,16.0935,17.3661,25.6714,36.654,22.4418,26.0075,122.929,14.2316,129.867,110.872,12.5568,16.9183,15.6211,16.4081,10.458,49.8789,31.9901,13.5469,16.163,15.7689,10.3659,11.548,13.8104
2000-04-06,37.079,79.3002,9.84189,9.67017,36.0037,14.3167,14.8965,11.2744,120.969,28.8258,71.027,23.6351,93.3169,11.41,25.6396,12.1328,41.2841,14.4183,72.3815,144.094,18.9526,19.4858,12.1801,13.7241,14.3456,131.79,15.9773,16.0814,17.6188,26.0126,37.2103,22.7647,26.4528,126.181,14.369,130.051,111.728,12.5595,16.9781,15.7583,16.7079,10.5431,50.355,31.9946,13.8061,16.3542,16.0612,10.4887,11.9398,13.8322
2000-04-07,37.079,79.5365,9.8729,9.76026,36.3517,14.5273,15.1672,11.2744,121.787,28.9976,71.1538,23.7203,94.0459,11.43,25.5892,12.189,41.2841,14.4259,74.1915,144.567,19.3783,19.5336,12.4133,13.7295,14.4059,134.873,16.002,16.1056,17.7732,26.3402,37.8321,23.0715,26.8505,127.626,14.6094,129.176,112.263,12.6091,17.018,15.907,16.9532,10.5963,50.9264,32.0311,13.9977,16.5728,16.3651,10.5624,12.1357,13.8758
2000-04-08,37.079,79.5365,9.8729,9.76026,36.3517,14.5273,15.1672,11.2744,121.787,28.9976,71.1538,23.7203,94.0459,11.43,25.5892,12.189,41.2841,14.4259,74.1915,144.567,19.3783,19.5336,12.4133,13.7295,14.4059,134.873,16.002,16.1056,17.7732,26.3402,37.8321,23.0715,26.8505,127.626,14.6094,129.176,112.263,12.6091,17.018,15.907,16.9532,10.5963,50.9264,32.0311,13.9977,16.5728,16.3651,10.5624,12.1357,13.8758
2000-04-09,37.079,79.5365,9.8729,9.76026,36.3517,14.5273,15.1672,11.2744,121.787,28.9976,71.1538,23.7203,94.0459,11.43,25.5892,12.189,41.2841,14.4259,74.1915,144.567,19.3783,19.5336,12.4133,13.7295,14.4059,134.873,16.002,16.1056,17.7732,26.3402,37.8321,23.0715,26.8505,127.626,14.6094,129.176,112.263,12.6091,17.018,15.907,16.9532,10.5963,50.9264,32.0311,13.9977,16.5728,16.3651,10.5624,12.1357,13.8758
2000-04-10,37.079,79.3947,9.89358,9.65015,36.0659,14.043,14.6659,11.289,121.156,29.0523,71.1638,23.7251,93.8376,11.44,25.5933,12.1749,41.2344,14.4285,72.8203,144.803,19.2433,19.6608,11.8555,13.7313,14.3456,131.687,16.0209,16.1056,17.8715,26.0399,37.0631,23.233,26.1188,124.519,14.6552,130.281,112.798,12.6256,17.0579,15.7012,16.4626,10.6176,50.3741,32.0443,13.5356,16.6002,15.7572,10.6361,12.0326,13.9195
2000-04-11,37.079,79.0639,9.88324,9.62012,35.9789,13.9167,14.3652,11.2309,120.79,28.6847,71.1155,23.5888,93.3169,11.4,25.5793,12.1328,41.1847,14.431,71.3211,144.094,18.8176,19.804,11.6629,13.7331,14.2149,128.656,15.9921,16.1056,17.9136,25.8761,36.5722,22.7002,25.8802,123.868,14.3919,131.569,112.851,12.5728,17.038,15.5296,16.3808,10.6069,50.1836,32.0488,13.5244,16.6685,15.7806,10.6852,11.7851,13.8322
2000-04-12,37.079,78.4495,9.8729,9.44994,35.1835,13.6536,13.864,11.2309,119.897,28.5986,70.9499,23.5732,93.1086,11.57,25.5471,12.1187,41.1351,14.3748,68.853,143.502,18.4021,19.8994,11.2775,13.694,14.1747,123.723,15.9474,16.0451,18.068,25.262,35.7704,22.684,25.403,121.05,14.2087,133.41,113.921,12.52,17.018,15.278,16.1083,10.5856,48.9838,31.9573,13.2764,16.6821,15.4416,10.7589,11.5995,13.8322
2000-04-13,37.079,78.4968,9.84189,9.44994,34.5496,13.5378,13.6535,11.2163,120.057,28.4265,70.9015,23.6382,93.6293,11.52,25.5331,12.1749,41.0357,14.4361,67.1161,143.739,17.9141,19.963,11.1963,13.6958,14.0139,121.205,15.9978,16.0451,18.1242,24.7843,35.5413,22.3611,25.1326,118.954,13.9797,132.444,114.295,12.5365,16.9781,15.1294,16.1355,10.5537,48.1458,31.9617,13.1975,16.6821,15.3481,10.7957,11.249,13.8758
2000-04-14,37.079,78.8276,9.7902,9.06954,32.5363,12.7377,12.651,11.1873,118.244,27.7069,70.9115,23.3404,91.963,11.57,25.5453,12.0345,40.8867,14.4438,62.6917,143.857,16.9898,19.7881,10.3749,13.7012,13.7123,113.961,16.0225,16.033,17.9276,23.2831,34.6576,21.8929,23.3829,110.426,13.453,125.679,113.707,12.5445,16.9781,14.5233,15.3178,10.5537,45.2891,31.9662,12.2733,16.5865,14.2376,10.6729,10.785,13.7449
2000-04-15,37.079,78.8276,9.7902,9.06954,32.5363,12.7377,12.651,11.1873,118.244,27.7069,70.9115,23.3404,91.963,11.57,25.5453,12.0345,40.8867,14.4438,62.6917,143.857,16.9898,19.7881,10.3749,13.7012,13.7123,113.961,16.0225,16.033,17.9276,23.2831,34.6576,21.8929,23.3829,110.426,13.453,125.679,113.707,12.5445,16.9781,14.5233,15.3178,10.5537,45.2891,31.9662,12.2733,16.5865,14.2376,10.6729,10.785,13.7449
2000-04-16,37.079,78.8276,9.7902,9.06954,32.5363,12.7377,12.651,11.1873,118.244,27.7069,70.9115,23.3404,91.963,11.57,25.5453,12.0345,40.8867,14.4438,62.6917,143.857,16.9898,19.7881,10.3749,13.7012,13.7123,113.961,16.0225,16.033,17.9276,23.2831,34.6576,21.8929,23.3829,110.426,13.453,125.679,113.707,12.5445,16.9781,14.5233,15.3178,10.5537,45.2891,31.9662,12.2733,16.5865,14.2376,10.6729,10.785,13.7449
2000-04-17,37.079,78.3077,9.76952,9.09957,33.6051,12.8851,12.6109,11.1074,118.799,27.2375,70.7463,23.2238,91.3381,10.91,25.495,11.9362,40.7376,14.4463,65.5621,143.029,16.0863,19.7085,10.5067,13.6621,13.3504,118.791,16.0095,15.9725,17.8715,23.8836,35.4431,21.0695,24.3372,113.173,12.6401,126.277,113.493,12.4777,16.9582,14.3518,15.4541,10.5324,46.8698,31.9156,12.7242,16.5045,14.9039,10.6115,10.3313,13.5922
2000-04-18,37.079,78.1187,9.83155,9.32981,34.5745,13.4641,13.3226,11.0927,119.88,27.6052,70.698,23.3291,92.0671,11.1,25.4266,11.9924,40.7873,14.3901,67.9937,142.91,16.7302,19.8517,11.1253,13.6366,13.5615,123.877,15.9806,15.9241,17.9838,24.5796,36.2122,21.4731,25.1485,119.821,13.0981,126.875,114.242,12.4804,16.9981,14.6948,16.0537,10.5537,48.2982,31.8561,13.175,16.6002,15.4066,10.7098,10.7644,13.6577
